----------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------
Mod name, Registry name, Item ID, Display name
Chipped, chipped:spruce_wood_glass_2, 11193, Glass
Chipped, chipped:spruce_wood_glass_3, 11194, Glass
Chipped, chipped:spruce_wood_glass_4, 11195, Glass
Chipped, chipped:spruce_wood_glass_5, 11196, Glass
Chipped, chipped:spruce_wood_glass_6, 11197, Glass
Chipped, chipped:spruce_wood_glass_pane_1, 11198, Glass Pane
Chipped, chipped:spruce_wood_glass_pane_2, 11199, Glass Pane
Chipped, chipped:spruce_wood_glass_pane_3, 11200, Glass Pane
Chipped, chipped:spruce_wood_glass_pane_4, 11201, Glass Pane
Chipped, chipped:spruce_wood_glass_pane_5, 11202, Glass Pane
Chipped, chipped:spruce_wood_glass_pane_6, 11203, Glass Pane
Chipped, chipped:stone_1, 9739, Stone
Chipped, chipped:stone_10, 9748, Stone
Chipped, chipped:stone_11, 9749, Stone
Chipped, chipped:stone_12, 9750, Stone
Chipped, chipped:stone_13, 9751, Stone
Chipped, chipped:stone_14, 9752, Stone
Chipped, chipped:stone_15, 9753, Stone
Chipped, chipped:stone_16, 9754, Stone
Chipped, chipped:stone_17, 9755, Stone
Chipped, chipped:stone_18, 9756, Stone
Chipped, chipped:stone_2, 9740, Stone
Chipped, chipped:stone_3, 9741, Stone
Chipped, chipped:stone_4, 9742, Stone
Chipped, chipped:stone_5, 9743, Stone
Chipped, chipped:stone_6, 9744, Stone
Chipped, chipped:stone_7, 9745, Stone
Chipped, chipped:stone_8, 9746, Stone
Chipped, chipped:stone_9, 9747, Stone
Chipped, chipped:torch_1, 11959, Torch
Chipped, chipped:torch_2, 11960, Torch
Chipped, chipped:torch_3, 11961, Torch
Chipped, chipped:torch_4, 11962, Torch
Chipped, chipped:torch_5, 11963, Torch
Chipped, chipped:torch_6, 11964, Torch
Chipped, chipped:torch_7, 11965, Torch
Chipped, chipped:torch_8, 11966, Torch
Chipped, chipped:torch_9, 11967, Torch
Chipped, chipped:vine_1, 11713, Vines
Chipped, chipped:vine_10, 11722, Vines
Chipped, chipped:vine_11, 11723, Vines
Chipped, chipped:vine_12, 11724, Vines
Chipped, chipped:vine_13, 11725, Vines
Chipped, chipped:vine_14, 11726, Vines
Chipped, chipped:vine_15, 11727, Vines
Chipped, chipped:vine_16, 11728, Vines
Chipped, chipped:vine_17, 11729, Vines
Chipped, chipped:vine_2, 11714, Vines
Chipped, chipped:vine_3, 11715, Vines
Chipped, chipped:vine_4, 11716, Vines
Chipped, chipped:vine_5, 11717, Vines
Chipped, chipped:vine_6, 11718, Vines
Chipped, chipped:vine_7, 11719, Vines
Chipped, chipped:vine_8, 11720, Vines
Chipped, chipped:vine_9, 11721, Vines
Chipped, chipped:warped_fungus_1, 11760, Warped Fungus
Chipped, chipped:warped_fungus_10, 11769, Warped Fungus
Chipped, chipped:warped_fungus_11, 11770, Warped Fungus
Chipped, chipped:warped_fungus_12, 11771, Warped Fungus
Chipped, chipped:warped_fungus_13, 11772, Warped Fungus
Chipped, chipped:warped_fungus_14, 11773, Warped Fungus
Chipped, chipped:warped_fungus_2, 11761, Warped Fungus
Chipped, chipped:warped_fungus_3, 11762, Warped Fungus
Chipped, chipped:warped_fungus_4, 11763, Warped Fungus
Chipped, chipped:warped_fungus_5, 11764, Warped Fungus
Chipped, chipped:warped_fungus_6, 11765, Warped Fungus
Chipped, chipped:warped_fungus_7, 11766, Warped Fungus
Chipped, chipped:warped_fungus_8, 11767, Warped Fungus
Chipped, chipped:warped_fungus_9, 11768, Warped Fungus
Chipped, chipped:warped_planks_1, 11659, Warped Planks
Chipped, chipped:warped_planks_10, 11668, Warped Planks
Chipped, chipped:warped_planks_11, 11669, Warped Planks
Chipped, chipped:warped_planks_12, 11670, Warped Planks
Chipped, chipped:warped_planks_13, 11671, Warped Planks
Chipped, chipped:warped_planks_14, 11672, Warped Planks
Chipped, chipped:warped_planks_15, 11673, Warped Planks
Chipped, chipped:warped_planks_16, 11674, Warped Planks
Chipped, chipped:warped_planks_17, 11675, Warped Planks
Chipped, chipped:warped_planks_18, 11676, Warped Planks
Chipped, chipped:warped_planks_2, 11660, Warped Planks
Chipped, chipped:warped_planks_3, 11661, Warped Planks
Chipped, chipped:warped_planks_4, 11662, Warped Planks
Chipped, chipped:warped_planks_5, 11663, Warped Planks
Chipped, chipped:warped_planks_6, 11664, Warped Planks
Chipped, chipped:warped_planks_7, 11665, Warped Planks
Chipped, chipped:warped_planks_8, 11666, Warped Planks
Chipped, chipped:warped_planks_9, 11667, Warped Planks
Chipped, chipped:warped_roots_1, 11789, Warped Roots
Chipped, chipped:warped_roots_2, 11790, Warped Roots
Chipped, chipped:warped_roots_3, 11791, Warped Roots
Chipped, chipped:warped_roots_4, 11792, Warped Roots
Chipped, chipped:warped_roots_5, 11793, Warped Roots
Chipped, chipped:warped_roots_6, 11794, Warped Roots
Chipped, chipped:warped_roots_7, 11795, Warped Roots
Chipped, chipped:warped_roots_8, 11796, Warped Roots
Chipped, chipped:warped_roots_9, 11797, Warped Roots
Chipped, chipped:warped_wart_block_1, 11871, Warped Wart Block
Chipped, chipped:warped_wart_block_10, 11880, Warped Wart Block
Chipped, chipped:warped_wart_block_11, 11881, Warped Wart Block
Chipped, chipped:warped_wart_block_12, 11882, Warped Wart Block
Chipped, chipped:warped_wart_block_13, 11883, Warped Wart Block
Chipped, chipped:warped_wart_block_14, 11884, Warped Wart Block
Chipped, chipped:warped_wart_block_2, 11872, Warped Wart Block
Chipped, chipped:warped_wart_block_3, 11873, Warped Wart Block
Chipped, chipped:warped_wart_block_4, 11874, Warped Wart Block
Chipped, chipped:warped_wart_block_5, 11875, Warped Wart Block
Chipped, chipped:warped_wart_block_6, 11876, Warped Wart Block
Chipped, chipped:warped_wart_block_7, 11877, Warped Wart Block
Chipped, chipped:warped_wart_block_8, 11878, Warped Wart Block
Chipped, chipped:warped_wart_block_9, 11879, Warped Wart Block
Chipped, chipped:warped_wood_glass_1, 11240, Glass
Chipped, chipped:warped_wood_glass_2, 11241, Glass
Chipped, chipped:warped_wood_glass_3, 11242, Glass
Chipped, chipped:warped_wood_glass_4, 11243, Glass
Chipped, chipped:warped_wood_glass_5, 11244, Glass
Chipped, chipped:warped_wood_glass_6, 11245, Glass
Chipped, chipped:warped_wood_glass_pane_1, 11246, Glass Pane
Chipped, chipped:warped_wood_glass_pane_2, 11247, Glass Pane
Chipped, chipped:warped_wood_glass_pane_3, 11248, Glass Pane
Chipped, chipped:warped_wood_glass_pane_4, 11249, Glass Pane
Chipped, chipped:warped_wood_glass_pane_5, 11250, Glass Pane
Chipped, chipped:warped_wood_glass_pane_6, 11251, Glass Pane
Chipped, chipped:white_carpet_1, 10582, White Carpet
Chipped, chipped:white_carpet_10, 10591, White Carpet
Chipped, chipped:white_carpet_11, 10592, White Carpet
Chipped, chipped:white_carpet_12, 10593, White Carpet
Chipped, chipped:white_carpet_13, 10594, White Carpet
Chipped, chipped:white_carpet_14, 10595, White Carpet
Chipped, chipped:white_carpet_15, 10596, White Carpet
Chipped, chipped:white_carpet_16, 10597, White Carpet
Chipped, chipped:white_carpet_17, 10598, White Carpet
Chipped, chipped:white_carpet_18, 10599, White Carpet
Chipped, chipped:white_carpet_2, 10583, White Carpet
Chipped, chipped:white_carpet_3, 10584, White Carpet
Chipped, chipped:white_carpet_4, 10585, White Carpet
Chipped, chipped:white_carpet_5, 10586, White Carpet
Chipped, chipped:white_carpet_6, 10587, White Carpet
Chipped, chipped:white_carpet_7, 10588, White Carpet
Chipped, chipped:white_carpet_8, 10589, White Carpet
Chipped, chipped:white_carpet_9, 10590, White Carpet
Chipped, chipped:white_concrete_1, 9896, White Concrete
Chipped, chipped:white_concrete_10, 9905, White Concrete
Chipped, chipped:white_concrete_11, 9906, White Concrete
Chipped, chipped:white_concrete_12, 9907, White Concrete
Chipped, chipped:white_concrete_13, 9908, White Concrete
Chipped, chipped:white_concrete_14, 9909, White Concrete
Chipped, chipped:white_concrete_15, 9910, White Concrete
Chipped, chipped:white_concrete_16, 9911, White Concrete
Chipped, chipped:white_concrete_17, 9912, White Concrete
Chipped, chipped:white_concrete_18, 9913, White Concrete
Chipped, chipped:white_concrete_2, 9897, White Concrete
Chipped, chipped:white_concrete_3, 9898, White Concrete
Chipped, chipped:white_concrete_4, 9899, White Concrete
Chipped, chipped:white_concrete_5, 9900, White Concrete
Chipped, chipped:white_concrete_6, 9901, White Concrete
Chipped, chipped:white_concrete_7, 9902, White Concrete
Chipped, chipped:white_concrete_8, 9903, White Concrete
Chipped, chipped:white_concrete_9, 9904, White Concrete
Chipped, chipped:white_stained_glass_1, 11264, White Stained Glass
Chipped, chipped:white_stained_glass_2, 11265, White Stained Glass
Chipped, chipped:white_stained_glass_3, 11266, White Stained Glass
Chipped, chipped:white_stained_glass_4, 11267, White Stained Glass
Chipped, chipped:white_stained_glass_5, 11268, White Stained Glass
Chipped, chipped:white_stained_glass_6, 11269, White Stained Glass
Chipped, chipped:white_stained_glass_7, 11270, White Stained Glass
Chipped, chipped:white_stained_glass_8, 11271, White Stained Glass
Chipped, chipped:white_stained_glass_pane_1, 11272, White Stained Glass Pane
Chipped, chipped:white_stained_glass_pane_2, 11273, White Stained Glass Pane
Chipped, chipped:white_stained_glass_pane_3, 11274, White Stained Glass Pane
Chipped, chipped:white_stained_glass_pane_4, 11275, White Stained Glass Pane
Chipped, chipped:white_stained_glass_pane_5, 11276, White Stained Glass Pane
Chipped, chipped:white_stained_glass_pane_6, 11277, White Stained Glass Pane
Chipped, chipped:white_stained_glass_pane_7, 11278, White Stained Glass Pane
Chipped, chipped:white_stained_glass_pane_8, 11279, White Stained Glass Pane
Chipped, chipped:white_terracotta_1, 9878, White Terracotta
Chipped, chipped:white_terracotta_10, 9887, White Terracotta
Chipped, chipped:white_terracotta_11, 9888, White Terracotta
Chipped, chipped:white_terracotta_12, 9889, White Terracotta
Chipped, chipped:white_terracotta_13, 9890, White Terracotta
Chipped, chipped:white_terracotta_14, 9891, White Terracotta
Chipped, chipped:white_terracotta_15, 9892, White Terracotta
Chipped, chipped:white_terracotta_16, 9893, White Terracotta
Chipped, chipped:white_terracotta_17, 9894, White Terracotta
Chipped, chipped:white_terracotta_18, 9895, White Terracotta
Chipped, chipped:white_terracotta_2, 9879, White Terracotta
Chipped, chipped:white_terracotta_3, 9880, White Terracotta
Chipped, chipped:white_terracotta_4, 9881, White Terracotta
Chipped, chipped:white_terracotta_5, 9882, White Terracotta
Chipped, chipped:white_terracotta_6, 9883, White Terracotta
Chipped, chipped:white_terracotta_7, 9884, White Terracotta
Chipped, chipped:white_terracotta_8, 9885, White Terracotta
Chipped, chipped:white_terracotta_9, 9886, White Terracotta
Chipped, chipped:white_wool_1, 10564, White Wool
Chipped, chipped:white_wool_10, 10573, White Wool
Chipped, chipped:white_wool_11, 10574, White Wool
Chipped, chipped:white_wool_12, 10575, White Wool
Chipped, chipped:white_wool_13, 10576, White Wool
Chipped, chipped:white_wool_14, 10577, White Wool
Chipped, chipped:white_wool_15, 10578, White Wool
Chipped, chipped:white_wool_16, 10579, White Wool
Chipped, chipped:white_wool_17, 10580, White Wool
Chipped, chipped:white_wool_18, 10581, White Wool
Chipped, chipped:white_wool_2, 10565, White Wool
Chipped, chipped:white_wool_3, 10566, White Wool
Chipped, chipped:white_wool_4, 10567, White Wool
Chipped, chipped:white_wool_5, 10568, White Wool
Chipped, chipped:white_wool_6, 10569, White Wool
Chipped, chipped:white_wool_7, 10570, White Wool
Chipped, chipped:white_wool_8, 10571, White Wool
Chipped, chipped:white_wool_9, 10572, White Wool
Chipped, chipped:yellow_carpet_1, 10726, Yellow Carpet
Chipped, chipped:yellow_carpet_10, 10735, Yellow Carpet
Chipped, chipped:yellow_carpet_11, 10736, Yellow Carpet
Chipped, chipped:yellow_carpet_12, 10737, Yellow Carpet
Chipped, chipped:yellow_carpet_13, 10738, Yellow Carpet
Chipped, chipped:yellow_carpet_14, 10739, Yellow Carpet
Chipped, chipped:yellow_carpet_15, 10740, Yellow Carpet
Chipped, chipped:yellow_carpet_16, 10741, Yellow Carpet
Chipped, chipped:yellow_carpet_17, 10742, Yellow Carpet
Chipped, chipped:yellow_carpet_18, 10743, Yellow Carpet
Chipped, chipped:yellow_carpet_2, 10727, Yellow Carpet
Chipped, chipped:yellow_carpet_3, 10728, Yellow Carpet
Chipped, chipped:yellow_carpet_4, 10729, Yellow Carpet
Chipped, chipped:yellow_carpet_5, 10730, Yellow Carpet
Chipped, chipped:yellow_carpet_6, 10731, Yellow Carpet
Chipped, chipped:yellow_carpet_7, 10732, Yellow Carpet
Chipped, chipped:yellow_carpet_8, 10733, Yellow Carpet
Chipped, chipped:yellow_carpet_9, 10734, Yellow Carpet
Chipped, chipped:yellow_concrete_1, 10040, Yellow Concrete
Chipped, chipped:yellow_concrete_10, 10049, Yellow Concrete
Chipped, chipped:yellow_concrete_11, 10050, Yellow Concrete
Chipped, chipped:yellow_concrete_12, 10051, Yellow Concrete
Chipped, chipped:yellow_concrete_13, 10052, Yellow Concrete
Chipped, chipped:yellow_concrete_14, 10053, Yellow Concrete
Chipped, chipped:yellow_concrete_15, 10054, Yellow Concrete
Chipped, chipped:yellow_concrete_16, 10055, Yellow Concrete
Chipped, chipped:yellow_concrete_17, 10056, Yellow Concrete
Chipped, chipped:yellow_concrete_18, 10057, Yellow Concrete
Chipped, chipped:yellow_concrete_2, 10041, Yellow Concrete
Chipped, chipped:yellow_concrete_3, 10042, Yellow Concrete
Chipped, chipped:yellow_concrete_4, 10043, Yellow Concrete
Chipped, chipped:yellow_concrete_5, 10044, Yellow Concrete
Chipped, chipped:yellow_concrete_6, 10045, Yellow Concrete
Chipped, chipped:yellow_concrete_7, 10046, Yellow Concrete
Chipped, chipped:yellow_concrete_8, 10047, Yellow Concrete
Chipped, chipped:yellow_concrete_9, 10048, Yellow Concrete
Chipped, chipped:yellow_stained_glass_1, 11328, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_2, 11329, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_3, 11330, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_4, 11331, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_5, 11332, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_6, 11333, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_7, 11334, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_8, 11335, Yellow Stained Glass
Chipped, chipped:yellow_stained_glass_pane_1, 11336, Yellow Stained Glass Pane
Chipped, chipped:yellow_stained_glass_pane_2, 11337, Yellow Stained Glass Pane
Chipped, chipped:yellow_stained_glass_pane_3, 11338, Yellow Stained Glass Pane
Chipped, chipped:yellow_stained_glass_pane_4, 11339, Yellow Stained Glass Pane
Chipped, chipped:yellow_stained_glass_pane_5, 11340, Yellow Stained Glass Pane
Chipped, chipped:yellow_stained_glass_pane_6, 11341, Yellow Stained Glass Pane
Chipped, chipped:yellow_stained_glass_pane_7, 11342, Yellow Stained Glass Pane
Chipped, chipped:yellow_stained_glass_pane_8, 11343, Yellow Stained Glass Pane
Chipped, chipped:yellow_terracotta_1, 10022, Yellow Terracotta
Chipped, chipped:yellow_terracotta_10, 10031, Yellow Terracotta
Chipped, chipped:yellow_terracotta_11, 10032, Yellow Terracotta
Chipped, chipped:yellow_terracotta_12, 10033, Yellow Terracotta
Chipped, chipped:yellow_terracotta_13, 10034, Yellow Terracotta
Chipped, chipped:yellow_terracotta_14, 10035, Yellow Terracotta
Chipped, chipped:yellow_terracotta_15, 10036, Yellow Terracotta
Chipped, chipped:yellow_terracotta_16, 10037, Yellow Terracotta
Chipped, chipped:yellow_terracotta_17, 10038, Yellow Terracotta
Chipped, chipped:yellow_terracotta_18, 10039, Yellow Terracotta
Chipped, chipped:yellow_terracotta_2, 10023, Yellow Terracotta
Chipped, chipped:yellow_terracotta_3, 10024, Yellow Terracotta
Chipped, chipped:yellow_terracotta_4, 10025, Yellow Terracotta
Chipped, chipped:yellow_terracotta_5, 10026, Yellow Terracotta
Chipped, chipped:yellow_terracotta_6, 10027, Yellow Terracotta
Chipped, chipped:yellow_terracotta_7, 10028, Yellow Terracotta
Chipped, chipped:yellow_terracotta_8, 10029, Yellow Terracotta
Chipped, chipped:yellow_terracotta_9, 10030, Yellow Terracotta
Chipped, chipped:yellow_wool_1, 10708, Yellow Wool
Chipped, chipped:yellow_wool_10, 10717, Yellow Wool
Chipped, chipped:yellow_wool_11, 10718, Yellow Wool
Chipped, chipped:yellow_wool_12, 10719, Yellow Wool
Chipped, chipped:yellow_wool_13, 10720, Yellow Wool
Chipped, chipped:yellow_wool_14, 10721, Yellow Wool
Chipped, chipped:yellow_wool_15, 10722, Yellow Wool
Chipped, chipped:yellow_wool_16, 10723, Yellow Wool
Chipped, chipped:yellow_wool_17, 10724, Yellow Wool
Chipped, chipped:yellow_wool_18, 10725, Yellow Wool
Chipped, chipped:yellow_wool_2, 10709, Yellow Wool
Chipped, chipped:yellow_wool_3, 10710, Yellow Wool
Chipped, chipped:yellow_wool_4, 10711, Yellow Wool
Chipped, chipped:yellow_wool_5, 10712, Yellow Wool
Chipped, chipped:yellow_wool_6, 10713, Yellow Wool
Chipped, chipped:yellow_wool_7, 10714, Yellow Wool
Chipped, chipped:yellow_wool_8, 10715, Yellow Wool
Chipped, chipped:yellow_wool_9, 10716, Yellow Wool
Comforts, comforts:hammock_black, 15372, Black Hammock Cloth
Comforts, comforts:hammock_blue, 15368, Blue Hammock Cloth
Comforts, comforts:hammock_brown, 15369, Brown Hammock Cloth
Comforts, comforts:hammock_cyan, 15366, Cyan Hammock Cloth
Comforts, comforts:hammock_gray, 15364, Gray Hammock Cloth
Comforts, comforts:hammock_green, 15370, Green Hammock Cloth
Comforts, comforts:hammock_light_blue, 15360, Light Blue Hammock Cloth
Comforts, comforts:hammock_light_gray, 15365, Light Gray Hammock Cloth
Comforts, comforts:hammock_lime, 15362, Lime Hammock Cloth
Comforts, comforts:hammock_magenta, 15359, Magenta Hammock Cloth
Comforts, comforts:hammock_orange, 15358, Orange Hammock Cloth
Comforts, comforts:hammock_pink, 15363, Pink Hammock Cloth
Comforts, comforts:hammock_purple, 15367, Purple Hammock Cloth
Comforts, comforts:hammock_red, 15371, Red Hammock Cloth
Comforts, comforts:hammock_white, 15357, White Hammock Cloth
Comforts, comforts:hammock_yellow, 15361, Yellow Hammock Cloth
Comforts, comforts:rope_and_nail, 15373, Rope and Nail
Comforts, comforts:sleeping_bag_black, 15356, Black Sleeping Bag
Comforts, comforts:sleeping_bag_blue, 15352, Blue Sleeping Bag
Comforts, comforts:sleeping_bag_brown, 15353, Brown Sleeping Bag
Comforts, comforts:sleeping_bag_cyan, 15350, Cyan Sleeping Bag
Comforts, comforts:sleeping_bag_gray, 15348, Gray Sleeping Bag
Comforts, comforts:sleeping_bag_green, 15354, Green Sleeping Bag
Comforts, comforts:sleeping_bag_light_blue, 15344, Light Blue Sleeping Bag
Comforts, comforts:sleeping_bag_light_gray, 15349, Light Gray Sleeping Bag
Comforts, comforts:sleeping_bag_lime, 15346, Lime Sleeping Bag
Comforts, comforts:sleeping_bag_magenta, 15343, Magenta Sleeping Bag
Comforts, comforts:sleeping_bag_orange, 15342, Orange Sleeping Bag
Comforts, comforts:sleeping_bag_pink, 15347, Pink Sleeping Bag
Comforts, comforts:sleeping_bag_purple, 15351, Purple Sleeping Bag
Comforts, comforts:sleeping_bag_red, 15355, Red Sleeping Bag
Comforts, comforts:sleeping_bag_white, 15341, White Sleeping Bag
Comforts, comforts:sleeping_bag_yellow, 15345, Yellow Sleeping Bag
Compact Machines 4, compactmachines:machine_giant, 5007, Compact Machine (Giant)
Compact Machines 4, compactmachines:machine_large, 5006, Compact Machine (Large)
Compact Machines 4, compactmachines:machine_maximum, 5008, Compact Machine (Maximum)
Compact Machines 4, compactmachines:machine_normal, 5005, Compact Machine (Normal)
Compact Machines 4, compactmachines:machine_small, 5004, Compact Machine (Small)
Compact Machines 4, compactmachines:machine_tiny, 5003, Compact Machine (Tiny)
Compact Machines 4, compactmachines:personal_shrinking_device, 5009, Personal Shrinking Device
Compact Machines 4, compactmachines:solid_wall, 5010, Solid Compact Machine Wall
Compact Machines 4, compactmachines:tunnel, 5012, item.compactmachines.tunnels.unnamed
Compact Machines 4, compactmachines:wall, 5011, Compact Machine Wall
Compressium, compressium:andesite_1, 12559, Compressed Block Of Andesite (1x)
Compressium, compressium:andesite_2, 12560, Compressed Block Of Andesite (2x)
Compressium, compressium:andesite_3, 12561, Compressed Block Of Andesite (3x)
Compressium, compressium:andesite_4, 12562, Compressed Block Of Andesite (4x)
Compressium, compressium:andesite_5, 12563, Compressed Block Of Andesite (5x)
Compressium, compressium:andesite_6, 12564, Compressed Block Of Andesite (6x)
Compressium, compressium:andesite_7, 12565, Compressed Block Of Andesite (7x)
Compressium, compressium:andesite_8, 12566, Compressed Block Of Andesite (8x)
Compressium, compressium:andesite_9, 12567, Compressed Block Of Andesite (9x)
Compressium, compressium:clay_1, 12469, Compressed Clay (1x)
Compressium, compressium:clay_2, 12470, Compressed Clay (2x)
Compressium, compressium:clay_3, 12471, Compressed Clay (3x)
Compressium, compressium:clay_4, 12472, Compressed Clay (4x)
Compressium, compressium:clay_5, 12473, Compressed Clay (5x)
Compressium, compressium:clay_6, 12474, Compressed Clay (6x)
Compressium, compressium:clay_7, 12475, Compressed Clay (7x)
Compressium, compressium:clay_8, 12476, Compressed Clay (8x)
Compressium, compressium:clay_9, 12477, Compressed Clay (9x)
Compressium, compressium:coal_1, 12496, Compressed Block Of Coal (1x)
Compressium, compressium:coal_2, 12497, Compressed Block Of Coal (2x)
Compressium, compressium:coal_3, 12498, Compressed Block Of Coal (3x)
Compressium, compressium:coal_4, 12499, Compressed Block Of Coal (4x)
Compressium, compressium:coal_5, 12500, Compressed Block Of Coal (5x)
Compressium, compressium:coal_6, 12501, Compressed Block Of Coal (6x)
Compressium, compressium:coal_7, 12502, Compressed Block Of Coal (7x)
Compressium, compressium:coal_8, 12503, Compressed Block Of Coal (8x)
Compressium, compressium:coal_9, 12504, Compressed Block Of Coal (9x)
Compressium, compressium:cobblestone_1, 12370, Compressed Cobble (1x)
Compressium, compressium:cobblestone_2, 12371, Compressed Cobble (2x)
Compressium, compressium:cobblestone_3, 12372, Compressed Cobble (3x)
Compressium, compressium:cobblestone_4, 12373, Compressed Cobble (4x)
Compressium, compressium:cobblestone_5, 12374, Compressed Cobble (5x)
Compressium, compressium:cobblestone_6, 12375, Compressed Cobble (6x)
Compressium, compressium:cobblestone_7, 12376, Compressed Cobble (7x)
Compressium, compressium:cobblestone_8, 12377, Compressed Cobble (8x)
Compressium, compressium:cobblestone_9, 12378, Compressed Cobble (9x)
Compressium, compressium:copper_1, 12577, Compressed Block Of Copper (1x)
Compressium, compressium:copper_2, 12578, Compressed Block Of Copper (2x)
Compressium, compressium:copper_3, 12579, Compressed Block Of Copper (3x)
Compressium, compressium:copper_4, 12580, Compressed Block Of Copper (4x)
Compressium, compressium:copper_5, 12581, Compressed Block Of Copper (5x)
Compressium, compressium:copper_6, 12582, Compressed Block Of Copper (6x)
Compressium, compressium:copper_7, 12583, Compressed Block Of Copper (7x)
Compressium, compressium:copper_8, 12584, Compressed Block Of Copper (8x)
Compressium, compressium:copper_9, 12585, Compressed Block Of Copper (9x)
Compressium, compressium:diamond_1, 12451, Compressed Block Of Diamond (1x)
Compressium, compressium:diamond_2, 12452, Compressed Block Of Diamond (2x)
Compressium, compressium:diamond_3, 12453, Compressed Block Of Diamond (3x)
Compressium, compressium:diamond_4, 12454, Compressed Block Of Diamond (4x)
Compressium, compressium:diamond_5, 12455, Compressed Block Of Diamond (5x)
Compressium, compressium:diamond_6, 12456, Compressed Block Of Diamond (6x)
Compressium, compressium:diamond_7, 12457, Compressed Block Of Diamond (7x)
Compressium, compressium:diamond_8, 12458, Compressed Block Of Diamond (8x)
Compressium, compressium:diamond_9, 12459, Compressed Block Of Diamond (9x)
Compressium, compressium:diorite_1, 12568, Compressed Block Of Diorite (1x)
Compressium, compressium:diorite_2, 12569, Compressed Block Of Diorite (2x)
Compressium, compressium:diorite_3, 12570, Compressed Block Of Diorite (3x)
Compressium, compressium:diorite_4, 12571, Compressed Block Of Diorite (4x)
Compressium, compressium:diorite_5, 12572, Compressed Block Of Diorite (5x)
Compressium, compressium:diorite_6, 12573, Compressed Block Of Diorite (6x)
Compressium, compressium:diorite_7, 12574, Compressed Block Of Diorite (7x)
Compressium, compressium:diorite_8, 12575, Compressed Block Of Diorite (8x)
Compressium, compressium:diorite_9, 12576, Compressed Block Of Diorite (9x)
Compressium, compressium:dirt_1, 12487, Compressed Block Of Dirt (1x)
Compressium, compressium:dirt_2, 12488, Compressed Block Of Dirt (2x)
Compressium, compressium:dirt_3, 12489, Compressed Block Of Dirt (3x)
Compressium, compressium:dirt_4, 12490, Compressed Block Of Dirt (4x)
Compressium, compressium:dirt_5, 12491, Compressed Block Of Dirt (5x)
Compressium, compressium:dirt_6, 12492, Compressed Block Of Dirt (6x)
Compressium, compressium:dirt_7, 12493, Compressed Block Of Dirt (7x)
Compressium, compressium:dirt_8, 12494, Compressed Block Of Dirt (8x)
Compressium, compressium:dirt_9, 12495, Compressed Block Of Dirt (9x)
Compressium, compressium:emerald_1, 12460, Compressed Block Of Emerald (1x)
Compressium, compressium:emerald_2, 12461, Compressed Block Of Emerald (2x)
Compressium, compressium:emerald_3, 12462, Compressed Block Of Emerald (3x)
Compressium, compressium:emerald_4, 12463, Compressed Block Of Emerald (4x)
Compressium, compressium:emerald_5, 12464, Compressed Block Of Emerald (5x)
Compressium, compressium:emerald_6, 12465, Compressed Block Of Emerald (6x)
Compressium, compressium:emerald_7, 12466, Compressed Block Of Emerald (7x)
Compressium, compressium:emerald_8, 12467, Compressed Block Of Emerald (8x)
Compressium, compressium:emerald_9, 12468, Compressed Block Of Emerald (9x)
Compressium, compressium:endstone_1, 12514, Compressed Block Of End Stone (1x)
Compressium, compressium:endstone_2, 12515, Compressed Block Of End Stone (2x)
Compressium, compressium:endstone_3, 12516, Compressed Block Of End Stone (3x)
Compressium, compressium:endstone_4, 12517, Compressed Block Of End Stone (4x)
Compressium, compressium:endstone_5, 12518, Compressed Block Of End Stone (5x)
Compressium, compressium:endstone_6, 12519, Compressed Block Of End Stone (6x)
Compressium, compressium:endstone_7, 12520, Compressed Block Of End Stone (7x)
Compressium, compressium:endstone_8, 12521, Compressed Block Of End Stone (8x)
Compressium, compressium:endstone_9, 12522, Compressed Block Of End Stone (9x)
Compressium, compressium:gold_1, 12442, Compressed Block Of Gold (1x)
Compressium, compressium:gold_2, 12443, Compressed Block Of Gold (2x)
Compressium, compressium:gold_3, 12444, Compressed Block Of Gold (3x)
Compressium, compressium:gold_4, 12445, Compressed Block Of Gold (4x)
Compressium, compressium:gold_5, 12446, Compressed Block Of Gold (5x)
Compressium, compressium:gold_6, 12447, Compressed Block Of Gold (6x)
Compressium, compressium:gold_7, 12448, Compressed Block Of Gold (7x)
Compressium, compressium:gold_8, 12449, Compressed Block Of Gold (8x)
Compressium, compressium:gold_9, 12450, Compressed Block Of Gold (9x)
Compressium, compressium:granite_1, 12586, Compressed Block Of Granite (1x)
Compressium, compressium:granite_2, 12587, Compressed Block Of Granite (2x)
Compressium, compressium:granite_3, 12588, Compressed Block Of Granite (3x)
Compressium, compressium:granite_4, 12589, Compressed Block Of Granite (4x)
Compressium, compressium:granite_5, 12590, Compressed Block Of Granite (5x)
Compressium, compressium:granite_6, 12591, Compressed Block Of Granite (6x)
Compressium, compressium:granite_7, 12592, Compressed Block Of Granite (7x)
